-2.0,-0.4161473675572018
-1.9,-0.323289649880806
-1.8,-0.2272021012818463
-1.7,-0.12884419436515324
-1.6,-0.029199522124279068
-1.5,0.07073718684864636
-1.4,0.1699659325536228
-1.3,0.26749884978999294
-1.2,0.3623579453249975
-1.1,0.45359713548779446
-1.0,0.5403062050527063
-0.9,0.6216098928000288
-0.8,0.6967064461079413
-0.7,0.7648413993380755
-0.6,0.8253335223602369
-0.5,0.8775775143296093
-0.4,0.921049743524043
-0.3,0.955336835220497
-0.2,0.980067372774328
-0.1,0.995005886829898
0.0,1.0000035425842861
0.1,0.9950111357969428
0.2,0.9800797607705167
0.3,0.9553605574264429
0.4,0.9210599272342966
0.5,0.8775805356706025
0.6,0.825331881707245
0.7,0.764835497023764
0.8,0.6966950195956843
0.9,0.6215900122361228
1.0,0.5402689595346454
1.1,0.4535979912913619
1.2,0.362360993491635
1.3,0.2675043302916128
1.4,0.1699763185361911
1.5,0.07075224563875232
1.6,-0.029217913208567776
1.7,-0.12885578754872093
1.8,-0.2272089152857963
1.9,-0.32329361364883863
